availability_30,availability_60,availability_90,availability_365
27,57,77,318
10,35,53,226
4,22,43,220
0,0,0,0
7,20,37,290
30,60,90,322
1,10,27,266
0,0,0,0
0,0,0,0
0,0,0,0
0,6,36,311
0,0,0,0
3,5,5,223
0,0,0,36
0,0,2,148
0,12,42,132
0,0,0,245
16,42,67,264
2,10,40,315
7,23,53,144
0,0,0,0
0,22,22,22
0,0,0,267
0,0,0,0
0,0,0,0
0,0,0,0
30,60,90,361
30,60,90,359
24,54,76,310
4,24,54,54
13,40,70,314
20,49,79,354
0,6,10,81
0,0,0,0
17,47,77,298
0,0,0,0
6,25,25,25
23,53,83,83
0,2,6,147
0,0,0,0
12,35,65,337
0,0,0,165
29,59,89,355
24,47,63,324
11,15,45,135
20,20,20,226
6,25,55,330
29,59,89,364
7,15,21,166
0,0,9,181
22,42,72,163
17,47,77,352
7,7,9,9
30,60,90,365
0,0,0,0
20,26,26,26
24,54,84,84
0,0,0,0
28,58,88,363
19,49,79,80
21,45,64,296
0,0,0,0
1,12,26,298
21,51,81,81
2,2,2,189
30,60,90,240
14,28,41,221
27,41,71,346
21,51,81,356
0,0,0,0
0,0,0,0
17,33,58,289
17,47,75,330
2,26,27,291
19,41,69,242
0,0,0,0
5,5,5,5
20,47,71,314
19,45,75,166
3,5,11,160
28,58,88,284
0,29,59,326
13,31,54,151
2,16,39,272
8,19,49,324
21,44,74,74
0,0,0,0
28,51,76,293
0,0,0,0
7,33,59,334
19,49,79,351
21,38,68,343
0,5,17,281
30,60,90,365
28,52,70,106
7,16,35,286
8,18,44,44
6,13,13,246
19,43,73,73
9,13,43,43
7,17,23,35
15,39,69,339
17,47,77,352
16,25,50,91
0,0,0,5
19,49,79,79
18,40,63,153
4,8,16,26
0,2,20,251
0,0,0,0
15,24,47,123
12,36,66,341
0,0,0,0
27,54,84,359
0,0,0,0
13,33,63,338
0,0,0,0
19,19,19,236
2,14,25,189
0,23,53,53
0,0,0,0
0,0,0,0
29,59,89,89
15,19,25,25
15,33,48,297
27,57,87,362
22,46,60,146
11,35,65,336
0,0,0,0
17,39,69,344
0,0,6,91
10,38,68,68
0,0,0,0
0,0,0,100
8,21,51,275
28,55,85,163
27,53,83,172
30,60,90,90
17,26,34,232
28,58,87,148
0,0,0,0
0,0,0,0
3,8,12,194
21,46,71,332
30,60,90,365
4,8,19,230
30,60,90,90
0,0,0,0
11,13,30,247
0,0,0,0
0,0,0,0
29,59,89,89
3,21,48,237
11,41,71,162
0,0,0,0
13,43,73,341
13,22,31,216
0,0,0,0
21,21,47,229
0,0,0,151
6,22,52,77
13,15,21,200
0,0,0,0
0,0,0,0
3,6,22,147
0,0,0,0
1,31,61,336
15,31,35,35
24,54,84,359
0,0,0,0
0,0,0,0
7,28,58,318
0,0,3,3
30,60,90,90
21,43,67,281
2,5,17,56
30,59,81,356
25,55,85,360
0,0,0,15
8,28,58,145
8,24,51,322
6,24,35,258
0,0,0,0
30,60,90,90
5,19,31,38
29,59,89,352
0,0,0,183
1,17,33,291
0,0,0,0
0,0,0,0
29,59,89,364
0,0,0,0
14,14,34,240
3,9,15,51
17,35,56,315
12,28,51,296
3,10,26,236
30,60,90,365
6,6,8,8
13,41,71,338
10,10,14,283
0,0,0,132
0,0,0,0
0,0,0,0
2,13,26,179
0,11,28,223
0,0,0,0
15,33,57,265
30,60,90,324
30,60,90,365
0,0,0,0
9,39,69,159
11,11,11,11
30,60,90,365
4,16,27,179
5,12,27,295
0,0,0,0
10,16,32,39
30,60,90,176
0,0,0,0
25,53,65,65
10,40,70,345
13,13,13,72
28,58,88,113
0,0,0,0
30,60,90,365
4,26,56,147
7,32,53,144
1,1,16,16
19,32,43,294
0,9,28,296
16,39,69,304
30,60,90,365
30,60,90,365
29,59,89,89
0,0,0,0
22,52,82,82
20,50,76,329
23,50,78,352
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,6,11,40
0,0,0,264
27,57,87,88
0,0,0,0
30,60,90,365
11,12,12,48
0,0,0,0
30,60,90,143
6,20,50,177
4,9,26,217
30,33,33,33
0,0,0,0
21,51,78,346
5,6,22,39
9,9,9,9
3,13,30,75
30,60,87,351
6,11,11,141
6,15,21,67
23,53,83,348
0,13,43,318
3,12,22,263
0,0,0,0
27,57,87,362
5,17,32,306
0,0,0,0
4,6,11,172
9,14,16,65
29,59,89,364
0,0,0,0
6,16,40,315
23,53,83,83
29,59,89,263
21,51,81,160
5,35,65,339
25,55,82,107
18,29,50,203
16,46,76,351
29,51,81,356
9,39,69,344
0,0,0,262
30,60,90,362
14,44,74,246
3,15,26,234
0,0,0,0
30,60,90,164
8,9,9,9
2,4,34,197
4,9,23,261
28,58,83,357
0,0,0,33
0,18,48,323
12,12,12,119
30,44,70,70
0,0,0,0
0,0,0,0
10,28,50,50
0,0,0,250
0,0,0,0
0,0,0,138
13,43,71,340
4,34,64,339
2,8,8,8
0,0,0,0
6,19,49,139
27,57,87,87
0,0,0,0
0,0,0,0
4,34,64,154
0,0,0,0
23,53,83,127
3,6,17,169
30,60,90,365
12,29,39,111
23,53,83,358
23,53,83,358
10,35,57,316
5,35,65,297
0,0,0,0
30,60,90,365
2,6,11,29
17,42,42,83
11,18,23,99
0,0,0,0
0,0,0,0
0,0,0,0
1,31,61,61
0,0,0,0
27,49,79,350
0,0,5,123
0,0,0,0
0,0,0,48
0,30,46,254
0,0,0,0
0,0,0,0
0,0,0,0
17,47,77,77
23,53,81,229
10,40,48,107
5,35,65,156
29,59,89,89
10,31,57,203
0,0,0,0
20,50,72,347
12,18,33,114
9,22,45,246
18,40,51,299
7,30,60,311
5,30,60,335
8,19,36,116
24,51,81,228
11,41,71,314
0,0,0,0
29,59,89,364
0,5,21,194
7,16,42,76
0,0,0,0
21,44,67,201
0,0,0,0
0,0,0,0
0,0,0,0
11,20,20,20
29,59,89,179
0,0,0,0
0,0,0,0
0,0,0,0
29,59,89,364
25,50,80,355
14,38,60,308
18,38,57,235
0,0,0,0
30,60,90,365
9,23,46,252
11,18,23,207
12,42,68,318
29,59,89,179
0,0,3,5
27,57,87,88
0,0,0,0
30,60,90,365
18,25,37,37
15,35,55,180
27,57,87,88
0,8,18,229
18,48,78,353
30,60,90,180
12,25,35,223
0,13,40,310
30,60,86,338
0,0,0,0
0,0,0,261
0,0,16,291
30,60,90,365
0,0,0,0
0,0,0,0
12,12,12,12
0,0,0,0
0,0,0,0
28,58,88,88
24,44,62,125
23,23,23,23
30,60,90,238
30,60,90,365
26,56,86,86
29,59,89,179
0,0,0,0
15,26,51,115
0,0,0,0
0,0,0,0
0,0,0,0
7,23,29,266
0,0,0,0
6,8,18,232
0,0,0,42
30,60,90,365
0,0,0,0
0,2,26,297
0,0,8,8
0,0,5,20
23,53,83,358
0,0,0,259
0,0,0,0
4,4,4,4
0,0,0,0
0,0,0,0
0,0,0,0
8,34,48,281
29,59,89,364
8,22,35,202
0,6,36,311
0,0,0,0
9,39,69,344
27,57,87,87
5,12,29,223
1,1,1,1
0,0,0,0
1,22,43,252
2,3,6,180
9,23,45,291
0,0,0,0
0,0,0,0
0,0,0,0
0,3,20,32
0,0,0,1
0,0,0,126
0,5,24,299
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,6,24,204
17,42,42,84
11,17,45,249
30,60,90,365
4,14,31,212
0,0,19,185
0,0,0,0
8,20,38,288
0,0,0,0
29,59,89,357
4,11,16,221
0,0,20,295
0,0,0,0
21,22,29,47
0,0,0,0
15,41,65,189
29,59,89,179
4,19,43,43
5,15,36,210
0,0,0,0
0,0,1,260
29,59,89,364
10,21,27,89
4,23,53,328
6,23,45,45
4,21,39,39
0,0,0,0
0,0,0,0
13,35,61,327
1,1,1,2
23,47,71,274
24,54,84,315
13,34,59,64
10,40,70,160
0,0,0,96
2,3,10,144
27,57,83,83
0,0,0,0
3,5,17,267
3,22,35,286
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,64
0,0,0,0
2,2,2,2
0,0,0,0
0,0,0,7
9,35,62,319
28,58,88,179
30,60,90,271
23,45,72,191
0,0,0,0
0,0,0,0
27,57,87,362
20,45,45,45
5,24,54,329
9,9,9,9
20,50,75,350
20,21,21,82
1,14,44,308
0,0,0,0
18,37,64,193
23,48,63,63
0,0,0,0
10,40,70,70
1,3,4,99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,59,89,179
0,0,0,0
29,59,89,179
30,60,90,365
29,59,89,269
0,0,0,0
18,18,24,299
28,58,88,363
9,22,44,306
0,23,53,144
0,0,0,0
0,5,35,308
0,0,0,0
23,38,53,116
2,4,7,29
0,0,0,0
0,0,20,84
12,39,62,69
17,47,77,167
0,4,34,309
0,0,0,0
0,0,0,0
28,58,88,88
0,0,0,0
0,0,0,0
10,29,48,183
23,53,83,83
0,0,0,0
29,59,89,89
6,11,41,316
30,60,90,180
9,25,43,124
9,36,60,145
15,32,32,196
30,60,90,365
4,5,14,224
0,0,0,251
0,0,16,16
0,0,0,0
6,17,42,69
1,2,7,238
1,2,32,307
0,0,0,0
0,0,0,0
13,29,50,238
21,51,81,356
0,0,0,0
30,60,90,364
12,29,59,293
16,29,49,205
25,55,85,98
0,0,0,0
0,19,19,19
30,60,90,90
0,0,0,0
13,33,45,135
0,0,0,222
16,38,63,335
26,56,86,234
0,0,0,0
7,32,59,59
23,53,83,83
5,7,13,171
30,60,90,90
0,0,0,0
5,34,48,250
24,44,59,59
27,57,87,362
0,0,0,2
29,59,88,88
12,42,72,347
16,24,33,267
4,10,32,32
0,0,0,190
8,32,62,82
0,0,0,81
3,4,17,185
24,44,66,272
20,20,43,52
0,0,0,64
19,49,79,354
0,0,0,0
18,34,61,258
22,45,68,128
0,0,0,157
0,0,0,0
28,58,88,88
30,60,90,365
25,55,85,85
11,28,51,71
30,60,90,365
0,0,0,0
4,12,28,282
12,34,61,319
8,8,8,8
0,0,0,0
21,51,81,171
0,0,0,138
30,60,90,365
24,54,84,173
29,59,89,364
0,0,4,28
14,33,59,84
26,56,86,361
15,31,42,274
11,25,31,244
0,0,0,0
29,59,89,89
2,11,21,21
30,60,90,324
10,16,37,211
26,53,77,330
0,0,0,83
23,53,83,172
0,0,0,0
15,45,75,107
13,21,21,21
0,0,0,0
0,0,0,0
30,49,79,354
30,60,90,90
5,7,13,244
11,34,64,64
0,16,44,253
29,59,89,364
24,54,84,163
18,48,77,156
29,59,89,364
0,0,0,0
6,6,6,6
28,58,88,88
19,38,52,74
0,0,0,0
0,6,32,80
15,42,72,347
28,58,86,326
4,11,22,70
18,48,78,78
28,58,88,363
0,0,0,0
0,0,0,0
0,4,31,51
12,39,60,331
1,1,3,7
18,48,78,332
0,0,0,0
5,14,19,219
0,0,0,0
29,59,89,364
29,59,89,354
0,0,0,0
0,0,0,0
4,5,13,186
21,51,79,254
0,0,0,123
30,52,82,357
0,0,0,218
18,35,46,46
28,58,88,88
30,60,90,365
0,0,0,0
22,42,66,152
0,0,0,40
29,59,89,179
30,60,90,180
15,31,61,336
0,0,0,253
30,60,90,365
0,0,0,0
0,0,0,0
1,1,23,237
5,13,17,168
16,38,68,68
5,34,49,324
16,39,69,69
0,0,0,0
30,60,90,365
30,60,90,365
4,15,31,185
8,18,27,111
19,19,19,182
0,0,0,0
20,26,52,260
29,59,89,364
0,0,0,0
6,36,66,341
30,60,90,90
30,60,90,180
27,53,83,344
0,0,0,0
5,27,34,35
28,58,88,363
30,60,90,180
6,31,52,323
0,0,0,0
0,0,0,0
0,6,11,168
14,36,66,329
20,43,69,344
17,47,75,333
10,33,63,333
25,55,85,360
30,60,90,292
20,36,66,330
0,0,0,4
12,21,21,62
0,0,2,2
0,0,0,0
9,36,61,224
0,0,0,0
5,22,45,304
0,0,0,0
3,33,63,338
29,59,89,364
0,0,0,131
4,4,4,4
19,40,40,40
6,18,30,121
0,0,0,0
23,41,52,258
9,25,55,297
22,52,82,357
14,34,50,250
30,60,90,365
14,14,14,256
0,19,49,324
0,0,0,0
10,25,55,330
15,39,58,150
21,42,63,327
11,32,59,330
0,4,34,309
15,45,60,323
16,39,69,317
15,45,75,165
14,40,55,166
24,32,41,310
30,60,90,180
0,0,0,0
20,20,20,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,12,25,279
1,5,15,15
11,32,62,63
0,0,0,0
20,50,73,336
0,0,0,0
26,56,86,361
3,15,35,275
25,50,72,72
30,60,90,365
0,0,0,0
29,59,89,89
30,60,90,365
1,1,1,188
5,12,30,226
0,0,0,0
20,48,78,111
30,60,90,365
0,0,0,220
2,4,19,203
9,39,69,69
2,3,7,82
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,61
14,14,14,96
0,0,0,0
0,0,0,0
0,0,0,0
0,3,21,292
30,60,90,365
26,56,86,361
0,7,7,24
29,59,89,364
27,57,87,362
12,16,25,254
0,4,34,34
15,19,31,232
14,28,50,179
0,0,0,67
28,58,88,88
29,59,89,355
0,0,0,0
0,0,0,0
27,44,71,333
0,0,0,0
23,53,83,83
6,28,43,250
5,13,31,238
30,60,90,365
30,60,90,365
7,37,67,342
18,18,48,323
0,0,0,0
30,60,90,365
0,0,0,0
0,0,0,0
30,58,88,356
17,39,69,249
3,3,3,3
29,59,89,364
4,5,10,23
4,24,44,274
0,0,0,0
7,19,19,19
16,23,45,135
22,51,79,159
26,47,77,168
16,39,64,189
29,59,89,180
29,59,89,179
20,20,20,20
19,49,56,56
11,41,71,146
20,34,52,303
10,40,70,160
28,58,88,363
9,26,35,95
0,15,45,316
27,57,87,362
0,0,0,0
9,25,55,55
0,0,0,0
17,29,40,291
1,1,1,1
0,0,0,0
12,28,30,247
5,35,65,340
30,60,90,91
0,0,0,0
0,0,0,0
5,21,41,316
9,16,23,278
0,0,0,0
21,31,45,299
0,0,4,185
27,55,66,66
0,0,0,0
0,0,0,92
21,45,61,323
30,60,90,181
0,0,0,0
0,0,0,0
29,59,89,364
30,60,88,358
0,0,0,0
30,60,90,90
11,27,57,301
17,47,77,167
29,59,89,179
18,48,78,353
30,60,90,365
0,0,0,0
12,42,72,292
27,57,87,177
0,0,0,0
27,57,87,87
15,37,67,155
4,4,4,10
27,57,81,166
20,50,80,355
30,60,90,365
23,47,71,150
8,38,68,248
26,56,71,331
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
21,48,71,326
0,0,0,0
14,26,34,69
27,57,87,362
29,59,89,364
4,7,12,180
0,0,0,0
0,0,0,0
6,7,28,32
2,16,29,97
0,0,0,0
30,60,90,180
20,20,20,20
0,0,0,0
30,60,90,118
26,45,75,166
23,53,75,75
0,0,0,0
0,6,33,276
2,6,9,70
0,0,0,73
0,18,48,137
0,0,0,0
0,0,0,0
0,0,0,0
30,60,90,365
0,6,36,311
0,0,0,0
19,49,79,352
2,9,25,280
0,10,17,200
12,35,61,262
23,44,65,226
0,18,48,323
0,0,0,0
5,26,52,244
0,0,0,30
10,38,68,158
30,60,90,365
0,0,0,0
0,0,0,0
0,0,0,0
20,50,79,253
0,0,0,0
3,13,22,103
15,43,71,212
1,5,12,166
30,58,88,88
23,53,83,358
0,0,0,0
5,8,18,226
0,0,0,0
28,58,88,363
9,9,9,9
3,3,8,8
9,39,69,69
6,32,54,74
19,46,73,163
30,60,90,365
0,0,0,0
0,1,11,68
25,55,85,175
0,0,0,0
9,31,61,211
22,52,82,323
0,0,0,0
0,0,0,10
0,0,0,0
0,0,0,0
4,34,64,339
0,0,0,0
9,32,62,119
26,44,74,341
0,0,0,0
29,59,89,179
0,0,0,0
0,6,18,236
25,55,69,268
2,3,3,3
28,55,82,158
0,0,0,0
0,0,0,65
9,35,57,211
2,6,12,181
30,60,90,90
0,1,1,1
17,23,37,290
0,0,0,0
9,34,60,129
0,0,0,0
0,0,0,0
28,58,88,363
5,5,5,199
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,39,67,223
23,53,83,358
0,0,0,0
0,0,0,0
0,0,0,0
9,37,56,303
25,55,85,175
0,0,0,0
0,0,0,0
6,30,59,141
4,15,15,15
0,0,0,0
0,0,0,0
5,23,53,54
0,0,0,0
0,0,0,0
23,53,83,174
12,36,65,149
0,3,3,69
8,38,68,152
7,30,60,60
4,13,41,132
0,0,0,0
2,26,51,299
30,60,90,270
1,10,30,242
30,60,90,180
0,0,0,0
0,0,0,0
23,52,82,357
27,57,87,178
0,0,0,0
6,25,51,52
8,20,24,151
0,5,35,123
5,13,19,236
19,45,75,350
8,21,37,112
0,0,0,0
2,18,28,244
0,0,0,0
1,19,41,111
30,60,90,365
14,44,74,349
19,41,51,255
29,59,89,90
0,0,0,0
20,49,68,158
22,46,46,47
0,0,1,1
16,22,38,189
30,60,90,361
0,0,0,192
0,0,0,0
12,29,59,85
2,2,22,211
0,11,23,59
0,0,0,0
30,60,90,311
0,1,31,306
1,11,11,59
0,0,0,0
14,25,25,25
19,49,79,354
6,9,10,270
20,50,76,287
26,47,47,47
0,0,0,0
0,0,0,0
11,11,11,75
0,0,0,0
30,60,82,82
0,0,0,0
16,40,68,158
30,56,83,173
0,0,0,0
27,57,87,87
2,10,18,225
15,45,75,247
9,35,65,333
9,13,13,20
30,60,90,365
0,20,50,50
30,60,90,90
0,0,2,247
0,0,0,0
3,25,55,137
0,0,20,20
0,0,0,0
30,60,90,365
0,0,0,0
14,21,28,163
22,42,72,330
0,0,0,0
0,0,0,255
18,41,71,346
11,34,64,319
1,16,46,46
30,60,82,322
7,33,63,153
30,60,90,365
29,59,89,89
0,0,0,0
13,28,28,232
8,21,51,51
7,17,17,17
0,0,0,0
24,54,64,305
0,5,21,103
0,0,0,0
16,35,49,306
30,60,90,365
0,0,0,211
0,0,0,0
0,0,0,0
30,60,90,365
11,30,41,237
13,30,38,263
11,34,58,295
30,60,90,90
30,60,90,90
0,0,0,0
0,0,0,0
15,36,66,156
0,0,0,0
0,0,0,0
0,0,0,0
7,13,29,280
0,0,0,0
29,59,89,179
0,5,35,310
17,44,68,100
0,0,0,0
20,41,71,219
0,0,0,0
22,52,82,357
2,5,11,176
0,0,0,225
0,9,39,39
30,60,76,206
11,22,52,142
8,18,19,19
1,1,27,281
0,0,0,0
0,0,0,0
25,55,85,360
8,8,8,8
11,11,14,14
0,0,0,0
0,0,0,0
0,0,0,0
24,54,84,359
4,18,48,48
0,0,0,0
0,0,8,8
9,36,66,87
5,21,44,44
0,8,10,169
0,0,0,225
1,1,1,1
3,33,63,124
26,26,26,26
22,52,82,357
13,39,69,249
6,15,34,243
23,53,83,83
20,35,48,302
30,60,90,365
27,57,87,362
14,44,74,260
18,42,63,153
30,60,90,365
0,0,0,0
28,49,79,354
9,12,38,128
17,46,76,229
4,4,4,40
2,12,22,162
29,59,89,179
2,15,36,36
6,15,40,40
30,60,90,180
19,44,74,159
0,0,0,0
0,0,0,0
30,60,90,90
30,60,90,365
0,0,0,0
0,0,0,253
20,31,31,170
30,60,90,365
16,35,51,274
15,33,54,301
30,60,90,90
0,0,0,0
30,49,79,348
17,47,77,352
30,60,90,365
23,53,83,173
13,13,13,13
23,49,63,304
0,0,0,0
30,60,90,311
29,59,89,364
7,33,59,334
0,0,0,0
2,5,5,79
19,36,46,280
29,59,89,364
30,60,90,90
30,60,90,365
20,50,80,355
24,40,59,329
0,0,0,17
28,58,88,89
19,46,76,351
16,41,53,100
5,26,56,317
24,54,84,359
8,24,54,329
0,0,0,0
7,18,34,204
24,49,73,344
30,60,81,243
5,5,5,45
7,17,36,95
0,0,0,0
27,47,65,330
1,15,39,279
21,51,81,334
29,59,89,364
0,0,0,0
0,0,0,0
1,1,1,1
9,9,9,9
6,16,42,125
27,54,67,145
0,0,0,0
0,0,0,0
18,45,70,300
19,41,71,346
29,59,89,364
23,53,83,83
0,5,5,5
20,45,75,343
11,26,56,99
0,0,0,243
28,58,88,88
16,46,76,166
0,0,0,0
30,60,90,91
28,58,88,178
0,0,0,0
0,0,0,0
11,37,67,340
20,27,45,45
16,45,62,330
0,0,0,0
10,20,34,34
0,0,0,0
7,31,61,62
0,0,0,0
18,48,75,164
9,35,35,35
29,59,88,99
13,43,73,74
0,14,36,124
12,24,42,317
1,1,1,1
24,54,77,266
19,44,62,275
12,34,64,155
0,0,0,219
0,0,0,0
29,59,72,281
23,43,43,43
24,54,84,84
0,0,0,0
23,53,83,157
25,34,39,288
17,43,68,84
6,36,66,66
30,60,90,365
0,0,0,0
0,0,0,17
28,58,88,363
17,47,77,352
12,14,33,249
27,57,87,178
30,60,90,365
0,0,0,199
29,59,89,179
2,2,2,2
0,0,0,0
23,53,81,171
19,42,54,317
0,0,0,0
0,0,0,65
4,29,59,334
0,0,0,0
0,0,0,49
21,51,81,356
0,0,0,0
0,0,1,273
0,16,46,136
0,0,0,0
30,60,90,180
17,41,71,308
0,0,0,0
7,7,7,7
4,32,32,97
8,21,27,247
4,14,18,152
16,36,56,135
30,60,90,90
0,0,4,242
30,60,90,180
24,54,84,174
0,5,35,310
29,48,59,334
18,35,55,272
22,52,79,105
12,42,72,252
13,43,73,163
3,10,16,85
15,35,63,338
15,15,15,15
0,3,20,275
0,0,0,0
18,38,58,58
0,6,15,103
30,60,90,365
29,59,89,89
16,35,50,307
4,18,39,39
0,5,35,36
0,0,0,0
0,4,34,34
1,3,7,142
0,0,0,0
18,31,31,31
0,0,0,253
0,26,28,303
29,59,89,179
14,29,38,228
22,49,71,161
11,28,43,207
0,0,0,56
13,28,55,145
14,30,60,314
30,60,90,365
12,40,69,344
21,51,81,81
4,9,18,102
3,7,13,209
10,37,64,274
0,0,0,228
0,6,29,140
0,0,0,0
21,45,75,75
30,60,90,365
30,60,90,365
30,60,90,90
27,42,60,289
8,33,63,308
4,18,42,47
1,2,2,2
11,11,29,119
30,60,90,365
0,0,0,0
7,19,39,81
7,7,7,29
23,53,83,173
0,0,0,0
19,44,74,74
0,0,0,0
0,0,0,26
4,8,17,229
2,2,2,2
6,27,55,145
30,60,90,365
10,40,70,276
10,40,70,276
0,0,0,0
0,0,0,111
24,54,82,351
27,57,87,362
0,0,0,0
0,0,0,0
12,20,50,136
29,59,89,179
20,50,80,289
30,60,90,365
12,33,41,57
0,11,41,316
0,0,0,0
0,0,0,0
0,6,36,311
9,12,12,12
1,6,16,281
0,0,0,0
5,31,61,61
0,0,0,0
0,13,43,318
29,59,89,179
5,26,30,31
6,11,11,11
1,9,19,100
0,0,0,0
0,0,22,104
28,58,88,88
0,0,0,0
17,37,67,333
17,35,54,130
